"@type","title","description","modified","accessLevel","identifier","distribution_@type","distribution_mediaType","distribution_format","distribution_title","distribution_description","distribution_downloadURL","distribution_accessURL","distribution_describedBy","distribution_describedByType","keyword","bureauCode","programCode","describedBy","landingPage","issued","accrualPeriodicity","spatial","publisher.@type","publisher.name","contactPoint.@type","contactPoint.fn","contactPoint.hasEmail","successfully_archived"
"dcat:Dataset","Empowerment Zones and Enterprise Communities","This service provides spatial data and infromation on Empowerment Zones  Renewal and Enterprise Communities (EZRC). Introduced in 1993, the Empowerment Zone (EZ), Enterprise Community (EC), and Renewal Community (RC) Initiatives sought to reduce unemployment and generate economic growth through the designation of Federal tax incentives and award of grants to distressed communities.","2023-11-29T22:43:41.797Z","public","1101a6c1e2364302b70485ca99fc7e69","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/1101a6c1e2364302b70485ca99fc7e69_3/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Empowerment Zones  Renewal and Enterprise Communities | EZRC | Community Development Programs | Distressed Communities | Economic Development | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/1101a6c1e2364302b70485ca99fc7e69/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/1101a6c1e2364302b70485ca99fc7e69/about","2018-01-30T20:10:31.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Environmental Health Hazard Index","The Environmental Health Hazard Exposure Index summarizes potential exposure to harmful toxins at a neighborhood level. Potential health hazards exposure is a linear combination of standardized EPA estimates of air quality carcinogenic, respiratory and neurological hazards with indexing census tracts.","2023-07-21T19:08:56.471Z","public","c7e2c62560bd4a999f0e0b2f4cee2494","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/c7e2c62560bd4a999f0e0b2f4cee2494_19/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | Economic Development | Location Affordability | Tract | hud.official.content | Environmental Health Hazard Index | Fair Housing","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/c7e2c62560bd4a999f0e0b2f4cee2494/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/c7e2c62560bd4a999f0e0b2f4cee2494/about","2017-04-21T14:54:00.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Environmental Health Hazard Index","The Environmental Health Hazard Exposure Index summarizes potential exposure to harmful toxins at a neighborhood level. Potential health hazards exposure is a linear combination of standardized EPA estimates of air quality carcinogenic, respiratory and neurological hazards with indexing census tracts.","2023-07-21T19:08:56.471Z","public","c7e2c62560bd4a999f0e0b2f4cee2494","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/c7e2c62560bd4a999f0e0b2f4cee2494_19/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | Economic Development | Location Affordability | Tract | hud.official.content | Environmental Health Hazard Index | Fair Housing","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/c7e2c62560bd4a999f0e0b2f4cee2494/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/c7e2c62560bd4a999f0e0b2f4cee2494/about","2017-04-21T14:54:00.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Estimated Housing Authority Service Areas","This service denotes estimated PHA service area boundaries in an effort to provide critical data to those responsible (HUD staff, researchers, and external partners) for the evaluation and monitoring of HUD’s rental assistance programs. This is an experimental dataset that is designed to aid researchers in studying the HUD-funded Public Housing and Housing Choice Voucher programs. The methodology and the service areas themselves have not been validated by HUD’s Office of Public and Indian Housing (PIH) or the Public Housing Agencies. PD&R welcomes engagement from internal and external stakeholders on the continued refinement and development of this dataset.","2024-01-04T16:29:36.912Z","public","651cfdd0047b463f9aee56d354ad0515","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/651cfdd0047b463f9aee56d354ad0515_15/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Public and Indian Housing | PIH | Public Housing Buildings | Housing Choice Voucher Program | HCV | Rental Assistance Programs | RAD | Rental Assistance Demonstration | Estimated Housing Authority Service Areas | Research | PHA | Public Housing Authority","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/651cfdd0047b463f9aee56d354ad0515/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/651cfdd0047b463f9aee56d354ad0515/about","2018-05-08T15:35:07.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Estimated Housing Authority Service Areas","This service denotes estimated PHA service area boundaries in an effort to provide critical data to those responsible (HUD staff, researchers, and external partners) for the evaluation and monitoring of HUD’s rental assistance programs. This is an experimental dataset that is designed to aid researchers in studying the HUD-funded Public Housing and Housing Choice Voucher programs. The methodology and the service areas themselves have not been validated by HUD’s Office of Public and Indian Housing (PIH) or the Public Housing Agencies. PD&R welcomes engagement from internal and external stakeholders on the continued refinement and development of this dataset.","2024-01-04T16:29:36.912Z","public","651cfdd0047b463f9aee56d354ad0515","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/651cfdd0047b463f9aee56d354ad0515_15/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Public and Indian Housing | PIH | Public Housing Buildings | Housing Choice Voucher Program | HCV | Rental Assistance Programs | RAD | Rental Assistance Demonstration | Estimated Housing Authority Service Areas | Research | PHA | Public Housing Authority","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/651cfdd0047b463f9aee56d354ad0515/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/651cfdd0047b463f9aee56d354ad0515/about","2018-05-08T15:35:07.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Fair Housing Assistance Program (FHAP) Grantees","This dataset denotes the locations and pertinent information for Fair Housing Assistance Program (FHAP) grantees. If such agencies are determined by FHEO to enforce state or local fair housing laws that are substantially equivalent to the federal Fair Housing Act, they can receive financial and operational assistance from FHEO to enforce such laws. FHAP agencies receive funding from HUD to support their efforts. Payments are made once a year after the end of the period of performance for that agency.","2023-12-04T17:17:46.042Z","public","f226a169a902414ea17f545d9d02b159","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/f226a169a902414ea17f545d9d02b159_6/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Fair Housing and Equal Opportunity | FHEO | Fair Housing Assistance Program | FHAP | Fair Housing | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/f226a169a902414ea17f545d9d02b159/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/f226a169a902414ea17f545d9d02b159/about","2018-02-13T15:12:26.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Fair Housing Assistance Program (FHAP) Grantees","This dataset denotes the locations and pertinent information for Fair Housing Assistance Program (FHAP) grantees. If such agencies are determined by FHEO to enforce state or local fair housing laws that are substantially equivalent to the federal Fair Housing Act, they can receive financial and operational assistance from FHEO to enforce such laws. FHAP agencies receive funding from HUD to support their efforts. Payments are made once a year after the end of the period of performance for that agency.","2023-12-04T17:17:46.042Z","public","f226a169a902414ea17f545d9d02b159","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/f226a169a902414ea17f545d9d02b159_6/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Fair Housing and Equal Opportunity | FHEO | Fair Housing Assistance Program | FHAP | Fair Housing | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/f226a169a902414ea17f545d9d02b159/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/f226a169a902414ea17f545d9d02b159/about","2018-02-13T15:12:26.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Fair Housing Initiatives Program (FHIP) Grantees","This dataset denotes the locations and pertinent information for Fair Housing Initiatives Program (FHIP) grantees. The Fair Housing Initiatives Program (FHIP) is a competitive grant program established by the Housing and Community Development Act of 1987 (42 U.S.C. 3616) which allows for grants to private non-profit organizations to assist with issues of housing discrimination.","2023-12-04T17:18:20.326Z","public","e0134d677e734c7bbb89206e59c35412","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/e0134d677e734c7bbb89206e59c35412_7/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Fair Housing and Equal Opportunity | FHEO | Fair Housing Initiatives Program | FHIP | Fair Housing | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/e0134d677e734c7bbb89206e59c35412/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/e0134d677e734c7bbb89206e59c35412/about","2018-02-13T15:27:22.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Fair Housing Initiatives Program (FHIP) Grantees","This dataset denotes the locations and pertinent information for Fair Housing Initiatives Program (FHIP) grantees. The Fair Housing Initiatives Program (FHIP) is a competitive grant program established by the Housing and Community Development Act of 1987 (42 U.S.C. 3616) which allows for grants to private non-profit organizations to assist with issues of housing discrimination.","2023-12-04T17:18:20.326Z","public","e0134d677e734c7bbb89206e59c35412","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/e0134d677e734c7bbb89206e59c35412_7/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Fair Housing and Equal Opportunity | FHEO | Fair Housing Initiatives Program | FHIP | Fair Housing | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/e0134d677e734c7bbb89206e59c35412/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/e0134d677e734c7bbb89206e59c35412/about","2018-02-13T15:27:22.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Fair Market Rents (Geospatial)","Fair Market Rents (FMRs) represent the estimated amount (base rent + essential utilities) that a property in a given area typically rents for. The data are primarily used to determine payment standard amounts for the Housing Choice Voucher program. However, FMRs are also used to determine initial renewal rents for expiring project-based Section 8 contracts, determine initial rents for housing assistance payment (HAP) contracts in the Moderate Rehabilitation Single Room Occupancy program (Mod Rehab), rent ceilings for rental units in both the HOME Investment Partnerships program and the Emergency Solution Grants (ESG) program, calculate of maximum award amounts for Continuum of Care recipients and the maximum amount of rent a recipient may pay for property leased with Continuum of Care funds, and calculate flat rent amounts in Public Housing Units.","2023-12-06T22:42:43.736Z","public","12d2516901f947b5bb4da4e780e35f07","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/12d2516901f947b5bb4da4e780e35f07_5/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"HUD | U.S. Department of Housing and Urban Development | Fair Market Rent | FMR | Policy Development and Research | PDR | Housing Choice Voucher Program | HCVP | Rental Assistance Programs | HUD.Official.Content | NGDA | Real Property","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/12d2516901f947b5bb4da4e780e35f07/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/12d2516901f947b5bb4da4e780e35f07/about","2017-11-22T15:44:25.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Fair Market Rents (Geospatial)","Fair Market Rents (FMRs) represent the estimated amount (base rent + essential utilities) that a property in a given area typically rents for. The data are primarily used to determine payment standard amounts for the Housing Choice Voucher program. However, FMRs are also used to determine initial renewal rents for expiring project-based Section 8 contracts, determine initial rents for housing assistance payment (HAP) contracts in the Moderate Rehabilitation Single Room Occupancy program (Mod Rehab), rent ceilings for rental units in both the HOME Investment Partnerships program and the Emergency Solution Grants (ESG) program, calculate of maximum award amounts for Continuum of Care recipients and the maximum amount of rent a recipient may pay for property leased with Continuum of Care funds, and calculate flat rent amounts in Public Housing Units.","2023-12-06T22:42:43.736Z","public","12d2516901f947b5bb4da4e780e35f07","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/12d2516901f947b5bb4da4e780e35f07_5/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"HUD | U.S. Department of Housing and Urban Development | Fair Market Rent | FMR | Policy Development and Research | PDR | Housing Choice Voucher Program | HCVP | Rental Assistance Programs | HUD.Official.Content | NGDA | Real Property","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/12d2516901f947b5bb4da4e780e35f07/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/12d2516901f947b5bb4da4e780e35f07/about","2017-11-22T15:44:25.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","FHA Single Family REO Properties For Sale","This service provides data on Federal Housing Administration (FHA) single family, Real Estate Owned (REO) properties that are up for sale. The U.S. Department of Housing and Urban Development's Real Estate Owned (REO) properties are the result of the Federal Housing Administration (FHA) paying a claim to a lending institution on a foreclosed property which was financed with an FHA Insured Mortgage, and the lender has transferred ownership of the property of to HUD. Typically, title to the property is not transferred (or the claim paid) until the previous owner is evicted from the property. Normally, after the home is transferred to HUD, the property will go up for auction on the HUD Home store website.","2023-12-06T23:07:30.785Z","public","a54aff75cc0a42de8456cc36a7335663","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/a54aff75cc0a42de8456cc36a7335663_1/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Federal Housing Administration | FHA | Single Family Real Estate Owned Properties for Sale | REO | Mortgage Insurance Programs | HUD.Official.Content | NGDA | Real Property","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/a54aff75cc0a42de8456cc36a7335663/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/a54aff75cc0a42de8456cc36a7335663/about","2023-06-02T22:07:35.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","FHA Single Family REO Properties For Sale","This service provides data on Federal Housing Administration (FHA) single family, Real Estate Owned (REO) properties that are up for sale. The U.S. Department of Housing and Urban Development's Real Estate Owned (REO) properties are the result of the Federal Housing Administration (FHA) paying a claim to a lending institution on a foreclosed property which was financed with an FHA Insured Mortgage, and the lender has transferred ownership of the property of to HUD. Typically, title to the property is not transferred (or the claim paid) until the previous owner is evicted from the property. Normally, after the home is transferred to HUD, the property will go up for auction on the HUD Home store website.","2023-12-06T23:07:30.785Z","public","a54aff75cc0a42de8456cc36a7335663","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/a54aff75cc0a42de8456cc36a7335663_1/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Federal Housing Administration | FHA | Single Family Real Estate Owned Properties for Sale | REO | Mortgage Insurance Programs | HUD.Official.Content | NGDA | Real Property","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/a54aff75cc0a42de8456cc36a7335663/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/a54aff75cc0a42de8456cc36a7335663/about","2023-06-02T22:07:35.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","FHFA Conforming Loan Limits","This dataset denotes the FHFA Conforming Loan Limits 2022. The Federal Housing Finance Agency (FHFA) is an independent regulatory agency that is not part of the Department of Housing and Urban Development (HUD). The FHFA was established by the Housing and Economic Recovery Act of 2008 (HERA) and is responsible for the effective supervision, regulation, and housing mission oversight of Fannie Mae, Freddie Mac (the Enterprises), Common Securitization Solutions, LLC (CSS), and the Federal Home Loan Bank System, which includes the 11 Federal Home Loan Banks (FHLBanks) and the Office of Finance. Since 2008, FHFA has also served as conservator of Fannie Mae and Freddie Mac. Conforming Loan Limits are mortgage limits set annually (as required by HERA) by the FHFA. In order for a mortgage loan to be eligible to be insured by Freddie Mac or Fannie Mae, the loan amount must be less than the loan limit.","2023-08-09T19:15:40.995Z","public","4b9a3a33708c4771bb89dcfa0a7164f1","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/4b9a3a33708c4771bb89dcfa0a7164f1_4/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"fhfa | federal housing finance agency | federal | housing | finance | agency | indepedent | loan | lending","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/4b9a3a33708c4771bb89dcfa0a7164f1/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/4b9a3a33708c4771bb89dcfa0a7164f1/about","2020-11-25T15:44:22.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","FHFA Conforming Loan Limits","This dataset denotes the FHFA Conforming Loan Limits 2022. The Federal Housing Finance Agency (FHFA) is an independent regulatory agency that is not part of the Department of Housing and Urban Development (HUD). The FHFA was established by the Housing and Economic Recovery Act of 2008 (HERA) and is responsible for the effective supervision, regulation, and housing mission oversight of Fannie Mae, Freddie Mac (the Enterprises), Common Securitization Solutions, LLC (CSS), and the Federal Home Loan Bank System, which includes the 11 Federal Home Loan Banks (FHLBanks) and the Office of Finance. Since 2008, FHFA has also served as conservator of Fannie Mae and Freddie Mac. Conforming Loan Limits are mortgage limits set annually (as required by HERA) by the FHFA. In order for a mortgage loan to be eligible to be insured by Freddie Mac or Fannie Mae, the loan amount must be less than the loan limit.","2023-08-09T19:15:40.995Z","public","4b9a3a33708c4771bb89dcfa0a7164f1","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/4b9a3a33708c4771bb89dcfa0a7164f1_4/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"fhfa | federal housing finance agency | federal | housing | finance | agency | indepedent | loan | lending","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/4b9a3a33708c4771bb89dcfa0a7164f1/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/4b9a3a33708c4771bb89dcfa0a7164f1/about","2020-11-25T15:44:22.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","HOME Activity by Tract","This service provides aggregated Home Investments Partnership Program (HOME) activity data by 2010 US Census Tracts. The HOME Program is a federal block grant program distributed (via formula) to states and local governments. Participating jurisdictions may use HOME funds for a variety of housing activities, according to local housing needs. Eligible uses of funds include: tenant-based rental assistance, housing rehabilitation, assistance to home-buyers, and new construction of housing.","2023-06-06T22:14:40.211Z","public","2ef6e2c0244e456bb9031def11d61386","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/2ef6e2c0244e456bb9031def11d61386_1/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Community Planning and Development | CPD | Home Investment Partnership Program | HOME | Community Development Programs | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/2ef6e2c0244e456bb9031def11d61386/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/2ef6e2c0244e456bb9031def11d61386/about","2019-05-13T22:24:50.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","HOME Activity by Tract","This service provides aggregated Home Investments Partnership Program (HOME) activity data by 2010 US Census Tracts. The HOME Program is a federal block grant program distributed (via formula) to states and local governments. Participating jurisdictions may use HOME funds for a variety of housing activities, according to local housing needs. Eligible uses of funds include: tenant-based rental assistance, housing rehabilitation, assistance to home-buyers, and new construction of housing.","2023-06-06T22:14:40.211Z","public","2ef6e2c0244e456bb9031def11d61386","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/2ef6e2c0244e456bb9031def11d61386_1/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Community Planning and Development | CPD | Home Investment Partnership Program | HOME | Community Development Programs | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/2ef6e2c0244e456bb9031def11d61386/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/2ef6e2c0244e456bb9031def11d61386/about","2019-05-13T22:24:50.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","HOME Program Activity","The Community Development Block Grant (CDBG) and HOME Investments Partnership Program (HOME) are federal block grants distributed via formula to states and local governments.  The HOME Program is a federal block grant program distributed (via formula) to states and local governments. Participating jurisdictions may use HOME funds for a variety of housing activities, according to local housing needs. Eligible uses of funds include: tenant-based rental assistance, housing rehabilitation, assistance to home-buyers, and new construction of housing.","2023-12-04T17:03:47.872Z","public","3f71ffeddbc34af090cbe1a9974af7cf","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/3f71ffeddbc34af090cbe1a9974af7cf_2/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | HOME | Community Planning and Development | CPD | Home Investment Partership Program | Community Development Programs | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/3f71ffeddbc34af090cbe1a9974af7cf/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/3f71ffeddbc34af090cbe1a9974af7cf/about","2019-05-13T22:52:08.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","HOME Program Activity","The Community Development Block Grant (CDBG) and HOME Investments Partnership Program (HOME) are federal block grants distributed via formula to states and local governments.  The HOME Program is a federal block grant program distributed (via formula) to states and local governments. Participating jurisdictions may use HOME funds for a variety of housing activities, according to local housing needs. Eligible uses of funds include: tenant-based rental assistance, housing rehabilitation, assistance to home-buyers, and new construction of housing.","2023-12-04T17:03:47.872Z","public","3f71ffeddbc34af090cbe1a9974af7cf","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/3f71ffeddbc34af090cbe1a9974af7cf_2/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | HOME | Community Planning and Development | CPD | Home Investment Partership Program | Community Development Programs | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/3f71ffeddbc34af090cbe1a9974af7cf/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/3f71ffeddbc34af090cbe1a9974af7cf/about","2019-05-13T22:52:08.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","HOME Program Grantee Areas","This dataset denotes the boundaries of HOME Program Entitlement Communities and State Administered Non-Entitlement grantees. The Community Development Block Grant (CDBG) and HOME Investments Partnership Program (HOME) are federal block grants distributed via formula to states and local governments. The HOME Program is a federal block grant program distributed (via formula) to states and local governments. Participating jurisdictions may use HOME funds for a variety of housing activities, according to local housing needs. Eligible uses of funds include: tenant-based rental assistance, housing rehabilitation, assistance to home-buyers, and new construction of housing.","2023-06-06T22:24:45.988Z","public","dfd882f226014c90bd7c912c32e25725","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/dfd882f226014c90bd7c912c32e25725_3/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Community Planning and Development | CPD | Home Investment Partnership Program | HOME | Community Development Programs | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/dfd882f226014c90bd7c912c32e25725/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/dfd882f226014c90bd7c912c32e25725/about","2019-05-13T23:06:28.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
